cell,ExpDate,Nerve,MouseAge,MouseWeight,MouseSex,Genotype,NbTransgenes,AgeGroup,G+A,PIC Amp,PIC/Gin,V_PIC onset,V_PIC peak,PICdown Amp,PICdown/Gin,V_PIC offset,V_PICdown peak,Gin,RepFiring,Ion,Ioff,∆I,∆F,Gain_Asc,Vth,Gain_Desc,I_SPR-PR,F_SPR-PR,RMP,∆Vth,∆V_PIC onset,∆V_PIC peak
976,20160111,sciatic,54,26,M,SOD1,72.0,P30–60,SOD1_P30–60,7.5,13.888888888888886,-77.8,-57.5,6.26,11.592592592592592,-80.8,-57.4,0.54,Firing,5.3,5.8,0.6,3.6,13.1,-58.9,21.0,6.1,39.2,-81.6,22.7,3.799999999999997,24.099999999999994
965,20160111,sciatic,54,26,M,SOD1,72.0,P30–60,SOD1_P30–60,9.6,12.151898734177214,-62.1,-44.3,13.37,16.924050632911392,-67.6,-44.0,0.79,Firing,7.8,8.8,1.0,-1.8,8.1,-48.4,14.2,9.4,39.9,-67.5,19.1,5.399999999999999,23.200000000000006
971,20160111,sciatic,54,26,M,SOD1,72.0,P30–60,SOD1_P30–60,6.7,12.181818181818182,-69.8,-54.2,7.33,13.327272727272724,-75.7,-54.8,0.55,Firing,1.6,2.2,0.7,-1.1,8.6,-48.6,12.6,3.03,45.1,-59.1,10.5,-10.699999999999996,4.899999999999999
984,20160414,sciatic,60,21,F,SOD1,112.0,P30–60,SOD1_P30–60,1.7,4.25,-71.8,-54.4,1.43,,-75.3,-57.0,0.4,Firing,6.2,7.3,1.1,-5.0,13.4,-57.3,22.6,6.8,34.6,-81.6,24.3,9.799999999999997,27.2
991,20160414,sciatic,60,21,F,SOD1,112.0,P30–60,SOD1_P30–60,7.6,13.10344827586207,-66.9,-44.1,7.93,,71.2,-45.6,0.58,Firing,6.1,5.6,-0.5,-6.8,8.2,-50.0,9.8,8.2,59.5,-72.2,22.200000000000006,5.299999999999997,28.1
1033,20160427,sciatic,120,28,F,WT,0.0,P90–120,WT_P90–120,3.8,9.047619047619047,-66.8,-49.1,5.18,12.333333333333336,-68.3,-50.22,0.42,Firing,4.0,5.5,1.5,6.1,10.63,-53.6,,5.98,66.1,-68.3,14.699999999999996,1.5,19.2
1040,20160502,sciatic,86,32,M,WT,0.0,P60–90,WT_P60–90,2.1,3.5000000000000004,-63.4,-49.4,1.12,1.866666666666667,-61.2,-48.6,0.6,Firing,3.5,5.6,2.1,10.8,,-47.9,,,,-58.1,10.200000000000003,-5.299999999999997,8.700000000000003
1041,20160502,sciatic,86,32,M,WT,0.0,P60–90,WT_P60–90,5.8,7.160493827160492,-59.5,-37.1,3.92,4.8395061728395055,-56.5,-36.66,0.81,Firing,10.5,13.7,3.2,12.9,6.7,-36.1,,14.32,60.35,-61.6,25.5,2.1000000000000014,24.5
1046,20160509,sciatic,92,33,F,WT,0.0,P90–120,WT_P90–120,3.2,6.530612244897959,-73.2,-58.2,3.37,6.8775510204081645,-74.0,-55.1,0.49,Firing,6.2,6.4,0.3,5.7,13.5,-55.6,19.8,6.92,50.58,-77.1,21.499999999999996,3.899999999999992,18.899999999999988
1049,20160509,sciatic,92,33,F,WT,0.0,P90–120,WT_P90–120,3.4,6.415094339622642,-68.7,-48.8,2.97,5.60377358490566,-70.0,-50.11,0.53,Firing,5.9,9.1,3.2,-2.7,,-43.0,,,,-61.5,18.5,-7.200000000000002,12.700000000000005
1057,20160517,sciatic,94,21,M,SOD1,106.0,P90–120,SOD1_P90–120,1.4,3.684210526315789,-55.6,-40.6,1.51,3.9736842105263164,-54.7,-41.1,0.38,Firing,0.9,1.2,0.3,-3.2,6.03,-40.9,10.81,2.58,38.3,-55.1,14.200000000000005,-0.5,14.5
1061,20160517,sciatic,94,21,M,SOD1,106.0,P90–120,SOD1_P90–120,1.3,2.6,-63.9,-52.5,1.11,2.22,-65.6,-53.2,0.5,Firing,2.2,3.0,0.8,-14.1,6.3,-51.6,49.0,3.4,29.4,-60.4,8.799999999999997,-3.5,7.899999999999999
1060,20160517,sciatic,94,21,M,SOD1,106.0,P90–120,SOD1_P90–120,3.8,8.26086956521739,-74.1,-56.9,4.23,9.195652173913043,-75.6,-56.9,0.46,Firing,2.7,3.5,0.8,-5.0,5.0,-53.9,35.0,4.43,46.0,-65.3,11.4,-8.799999999999997,8.399999999999999
1068,20160518,sciatic,95,21,M,WT,0.0,P90–120,WT_P90–120,9.9,13.2,-72.2,-51.5,8.46,11.28,-74.3,-52.4,0.75,Firing,7.6,9.6,2.1,-8.0,4.15,-52.2,10.2,8.62,29.3,-77.3,25.099999999999994,5.099999999999994,25.8
1069,20160518,sciatic,95,21,M,WT,0.0,P90–120,WT_P90–120,1.7,4.722222222222221,-64.1,-54.6,1.8,5.0,-68.5,-54.1,0.36,Firing,1.2,1.0,-0.2,-1.7,11.6,-52.2,11.9,2.13,41.2,-60.9,8.699999999999996,-3.199999999999996,6.299999999999998
1086,20160523,sciatic,98,31,M,WT,0.0,P90–120,WT_P90–120,3.2,5.423728813559324,-61.8,-45.0,3.8,6.4406779661016955,-63.5,-45.0,0.59,Firing,2.8,2.2,-0.6,-5.5,8.8,-40.5,8.8,3.6,30.8,-58.8,18.3,-3.0,13.799999999999995
1087,20160523,sciatic,98,31,M,WT,0.0,P90–120,WT_P90–120,13.4,16.543209876543212,-62.2,-34.3,9.92,12.246913580246911,-62.6,-35.94,0.81,Firing,9.1,9.7,0.6,-1.3,5.6,-39.4,21.0,9.8,55.9,-62.1,22.700000000000006,-0.10000000000000142,27.800000000000004
1091,20160523,sciatic,98,31,M,WT,0.0,P90–120,WT_P90–120,2.6,6.046511627906978,-66.1,-55.8,6.63,15.418604651162793,-67.5,-52.16,0.43,Firing,1.7,2.0,0.3,0.3,8.6,-51.6,13.1,2.4,41.6,-66.1,14.499999999999993,0.0,10.299999999999997
1100,20160526,sciatic,103,26,M,WT,0.0,P90–120,WT_P90–120,7.8,15.0,-67.8,-43.4,9.26,17.80769230769231,-67.2,-42.74,0.52,Firing,6.7,6.7,0.0,-14.7,6.35,-47.8,12.82,7.7,72.0,-74.3,26.5,6.5,30.9
1101,20160526,sciatic,103,26,M,WT,0.0,P90–120,WT_P90–120,6.2,9.6875,-61.5,-41.5,6.77,10.578125,-63.7,-41.4,0.64,Firing,5.0,5.1,0.0,-5.7,6.45,-44.7,8.59,7.8,68.5,-63.2,18.5,1.7000000000000028,21.700000000000006
1105,20160526,sciatic,103,26,M,WT,0.0,P90–120,WT_P90–120,2.7,3.6,-59.8,-48.8,3.21,4.28,-61.3,-47.35,0.75,Firing,2.9,4.0,1.1,0.5,4.4,-42.1,30.1,4.03,59.84,-54.6,12.5,-5.199999999999996,5.800000000000003
